movie,production_budget,domestic_gross,foreign_gross,worldwide_gross,roi,profit,release_year,studio,averagerating,numvotes,studio_type,budget_range,financial_tier
Ben-Hur: A Tale of the Christ,3900000,9000000,0,9000000,130.76923076923077,5100000,1925,,,,Unknown,<$5M,Low (<$15M)
Mr. Smith Goes To Washington,1500000,9000000,0,9000000,500.0,7500000,1939,,,,Unknown,<$5M,Low (<$15M)
Love Me Tender,1000000,9000000,0,9000000,800.0,8000000,1956,,,,Unknown,<$5M,Low (<$15M)
Captive State,25000000,5958315,3034985,8993300,-64.0268,-16006700,2019,,6.9,28780.0,Unknown,$10-25M,Medium ($15-50M)
Cube,250000,489220,8479845,8969065,3487.6259999999997,8719065,1998,,,,Unknown,<$5M,Low (<$15M)
Cadillac Records,12000000,8195551,746965,8942516,-25.47903333333333,-3057484,2008,,,,Unknown,$10-25M,Low (<$15M)
Brainstorm,15000000,8921050,0,8921050,-40.52633333333333,-6078950,1983,,,,Unknown,$10-25M,Low (<$15M)
Control,6400000,871577,8030564,8902141,39.095953125,2502141,2007,,6.4,866.0,Unknown,$5-10M,Low (<$15M)
"Mystery, Alaska",28000000,8891623,0,8891623,-68.24420357142857,-19108377,1999,,,,Unknown,$25-50M,Medium ($15-50M)
The Collection,10000000,6810754,2079340,8890094,-11.09906,-1109906,2012,LD,6.1,42256.0,Indie,$5-10M,Low (<$15M)
The Inkwell,8000000,8864699,0,8864699,10.8087375,864699,1994,,,,Unknown,$5-10M,Low (<$15M)
A Most Violent Year,20000000,5749134,3097741,8846875,-55.765625,-11153125,2014,A24,7.0,60165.0,Indie,$10-25M,Medium ($15-50M)
Barney's Version,30000000,7502560,1343015,8845575,-70.51475,-21154425,2011,,7.3,23058.0,Unknown,$25-50M,Medium ($15-50M)
Warlock,7000000,8824553,0,8824553,26.065042857142853,1824553,1991,,,,Unknown,$5-10M,Low (<$15M)
Body Double,10000000,8801940,0,8801940,-11.9806,-1198060,1984,,,,Unknown,$5-10M,Low (<$15M)
Battle for the Planet of the Apes,1800000,8800000,0,8800000,388.88888888888886,7000000,1973,,,,Unknown,<$5M,Low (<$15M)
Stronger,30000000,4211129,4575623,8786752,-70.71082666666669,-21213248,2017,RAtt.,7.0,33464.0,Indie,$25-50M,Medium ($15-50M)
The Rocker,15000000,6409528,2357810,8767338,-41.55108,-6232662,2008,,,,Unknown,$10-25M,Low (<$15M)
Ghost World,5500000,6217849,2543759,8761608,59.30196363636364,3261608,2001,,,,Unknown,$5-10M,Low (<$15M)
This is England,2380000,327919,8411657,8739576,267.2090756302521,6359576,2007,,,,Unknown,<$5M,Low (<$15M)
Whatever it Takes,15000000,8735529,0,8735529,-41.76314,-6264471,2000,,7.6,7.0,Unknown,$10-25M,Low (<$15M)
Suspect Zero,27000000,8712564,0,8712564,-67.73124444444447,-18287436,2004,,,,Unknown,$25-50M,Medium ($15-50M)
Running With Scissors,12000000,6860000,1846701,8706701,-27.44415833333333,-3293299,2006,,,,Unknown,$10-25M,Low (<$15M)
American Splendor,2000000,6003587,2682045,8685632,334.2816,6685632,2003,,,,Unknown,<$5M,Low (<$15M)
The Machinist,5000000,1082044,7573353,8655397,73.10794,3655397,2004,,,,Unknown,<$5M,Low (<$15M)
MacGruber,10000000,8525600,104295,8629895,-13.70105,-1370105,2010,Uni.,5.5,39782.0,Indie,$5-10M,Low (<$15M)
L'illusionniste,17000000,2231474,6378475,8609949,-49.353241176470576,-8390051,2010,,,,Unknown,$10-25M,Medium ($15-50M)
How She Move,17000000,7070641,1537174,8607815,-49.36579411764706,-8392185,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Our Brand is Crisis,28000000,7002261,1592297,8594558,-69.30515,-19405442,2015,,6.1,19033.0,Unknown,$25-50M,Medium ($15-50M)
Xinhai geming,30000000,135739,8457415,8593154,-71.35615333333334,-21406846,2011,,,,Unknown,$25-50M,Medium ($15-50M)
De battre mon coeur s'est arrÃªtÃ©,5500000,1023424,7566407,8589831,56.17874545454546,3089831,2005,,,,Unknown,$5-10M,Low (<$15M)
Albert Nobbs,7500000,3014696,5524307,8539003,13.853373333333332,1039003,2011,RAtt.,6.7,22213.0,Indie,$5-10M,Low (<$15M)
The Warrior's Way,42000000,5666340,2847985,8514325,-79.72779761904762,-33485675,2010,Rela.,6.3,24271.0,Indie,$25-50M,Medium ($15-50M)
Big Trouble,45000000,7262288,1226583,8488871,-81.13584222222222,-36511129,2002,,,,Unknown,$25-50M,Medium ($15-50M)
Danny Collins,10000000,5637066,2828779,8465845,-15.341550000000002,-1534155,2015,BST,7.0,27435.0,Indie,$5-10M,Low (<$15M)
Casa de mi Padre,6000000,5909483,2537469,8446952,40.78253333333333,2446952,2012,LGF,5.5,19170.0,Indie,$5-10M,Low (<$15M)
John Carpenterâs Ghosts of Mars,28000000,8434601,0,8434601,-69.876425,-19565399,2001,,,,Unknown,$25-50M,Medium ($15-50M)
Play it to the Bone,24000000,8427204,0,8427204,-64.88665,-15572796,1999,,,,Unknown,$10-25M,Medium ($15-50M)
Pushing Tin,33000000,8408835,0,8408835,-74.5186818181818,-24591165,1999,,,,Unknown,$25-50M,Medium ($15-50M)
Meteor,16000000,8400000,0,8400000,-47.5,-7600000,1979,,,,Unknown,$10-25M,Medium ($15-50M)
Bones,10000000,7316658,1062195,8378853,-16.211470000000002,-1621147,2001,,6.6,347.0,Unknown,$5-10M,Low (<$15M)
The Importance of Being Earnest,15000000,8378141,0,8378141,-44.14572666666667,-6621859,2002,,,,Unknown,$10-25M,Low (<$15M)
Death to Smoochy,50000000,8355815,18247,8374062,-83.251876,-41625938,2002,,,,Unknown,$25-50M,Medium ($15-50M)
The Last Temptation of Christ,7000000,8373585,0,8373585,19.622642857142857,1373585,1988,,,,Unknown,$5-10M,Low (<$15M)
Bon Voyage,20000000,2353728,6008008,8361736,-58.19132000000001,-11638264,2004,,,,Unknown,$10-25M,Medium ($15-50M)
Bug,4000000,7006708,1296287,8302995,107.574875,4302995,2007,,4.6,39.0,Unknown,<$5M,Low (<$15M)
Chasing Mavericks,20000000,6002756,2298065,8300821,-58.495895,-11699179,2012,Fox,7.2,28994.0,Major,$10-25M,Medium ($15-50M)
Beyond the Sea,24000000,6144806,2148108,8292914,-65.44619166666666,-15707086,2004,,,,Unknown,$10-25M,Medium ($15-50M)
Proof,20000000,7535331,749000,8284331,-58.578345,-11715669,2005,,,,Unknown,$10-25M,Medium ($15-50M)
Shadow of the Vampire,8000000,8279017,0,8279017,3.4877125,279017,2000,,,,Unknown,$5-10M,Low (<$15M)
Hard Candy,950000,1024640,7242426,8267066,770.2174736842105,7317066,2006,,,,Unknown,<$5M,Low (<$15M)
White Noise 2: The Light,10000000,0,8243567,8243567,-17.564329999999998,-1756433,2008,,,,Unknown,$5-10M,Low (<$15M)
Hoot,15000000,8117637,107361,8224998,-45.16668,-6775002,2006,,,,Unknown,$10-25M,Low (<$15M)
The Children of Huang Shi,20000000,1031872,7189828,8221700,-58.89149999999999,-11778300,2008,,,,Unknown,$10-25M,Medium ($15-50M)
The Homesman,16000000,2429989,5787582,8217571,-48.64018125,-7782429,2014,Saban,6.6,27724.0,Indie,$10-25M,Medium ($15-50M)
La vÃ©ritable histoire du Chat BottÃ©,25000000,0,8208594,8208594,-67.16562400000001,-16791406,2011,,,,Unknown,$10-25M,Medium ($15-50M)
Funny Games,15000000,1294640,6905487,8200127,-45.33248666666667,-6799873,2008,,,,Unknown,$10-25M,Low (<$15M)
The Misfits,4000000,8200000,0,8200000,105.0,4200000,1961,,,,Unknown,<$5M,Low (<$15M)
Sardaar Ji,2700000,0,8200000,8200000,203.7037037037037,5500000,2015,,6.5,1182.0,Unknown,<$5M,Low (<$15M)
City Island,6000000,6671283,1502203,8173486,36.22476666666667,2173486,2010,Anch.,,,Indie,$5-10M,Low (<$15M)
A Simple Wish,28000000,8165213,0,8165213,-70.83852499999998,-19834787,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Code Name: The Cleaner,20000000,8135024,0,8135024,-59.32488000000001,-11864976,2007,,,,Unknown,$10-25M,Medium ($15-50M)
Irreversible,5400000,792200,7341056,8133256,50.615851851851865,2733256,2003,,,,Unknown,$5-10M,Low (<$15M)
Birthday Girl,13000000,4919896,3210831,8130727,-37.455946153846156,-4869273,2002,,,,Unknown,$10-25M,Low (<$15M)
Firestorm,19000000,8123860,0,8123860,-57.24284210526316,-10876140,1998,,7.3,6.0,Unknown,$10-25M,Medium ($15-50M)
Things We Lost in the Fire,16000000,3287315,4832833,8120148,-49.249075,-7879852,2007,,,,Unknown,$10-25M,Medium ($15-50M)
Animal Kingdom,4200000,1044039,7034644,8078683,92.34959523809523,3878683,2010,SPC,7.3,51576.0,Indie,<$5M,Low (<$15M)
Woo,13000000,8064972,0,8064972,-37.96175384615385,-4935028,1998,,,,Unknown,$10-25M,Low (<$15M)
Connie & Carla,20000000,8047525,0,8047525,-59.762375,-11952475,2004,,,,Unknown,$10-25M,Medium ($15-50M)
The Texas Chainsaw Massacre 2,4700000,8025872,0,8025872,70.76323404255321,3325872,1986,,,,Unknown,<$5M,Low (<$15M)
Child 44,50000000,1224330,6779891,8004221,-83.991558,-41995779,2015,LG/S,6.5,59477.0,Indie,$25-50M,Medium ($15-50M)
The Sweeney,4500000,26345,7974021,8000366,77.78591111111109,3500366,2013,EOne,6.1,18095.0,Indie,<$5M,Low (<$15M)
A Streetcar Named Desire,1800000,8000000,0,8000000,344.4444444444445,6200000,1951,,,,Unknown,<$5M,Low (<$15M)
Annie Get Your Gun,3768785,8000000,0,8000000,112.27000213596688,4231215,1950,,,,Unknown,<$5M,Low (<$15M)
Terror Train,3500000,8000000,0,8000000,128.57142857142858,4500000,1980,,,,Unknown,<$5M,Low (<$15M)
Sweet Charity,20000000,8000000,0,8000000,-60.0,-12000000,1969,,,,Unknown,$10-25M,Medium ($15-50M)
The Man Who Shot Liberty Valance,3200000,8000000,0,8000000,150.0,4800000,1962,,,,Unknown,<$5M,Low (<$15M)
Robin and Marian,5000000,8000000,0,8000000,60.0,3000000,1976,,,,Unknown,<$5M,Low (<$15M)
High Noon,730000,8000000,0,8000000,995.890410958904,7270000,1952,,,,Unknown,<$5M,Low (<$15M)
Impostor,40000000,6114237,1860370,7974607,-80.06348249999999,-32025393,2002,,,,Unknown,$25-50M,Medium ($15-50M)
The Sweet Hereafter,5000000,4306697,3644550,7951247,59.02494,2951247,1997,,,,Unknown,<$5M,Low (<$15M)
Dazed and Confused,6900000,7950889,0,7950889,15.23027536231884,1050889,1993,,,,Unknown,$5-10M,Low (<$15M)
Teen Wolf Too,3000000,7888000,0,7888000,162.93333333333334,4888000,1987,,,,Unknown,<$5M,Low (<$15M)
Centurion,15000000,123570,7761478,7885048,-47.43301333333334,-7114952,2010,Magn.,6.4,74085.0,Indie,$10-25M,Low (<$15M)
Serial Mom,13000000,7881335,0,7881335,-39.374346153846155,-5118665,1994,,,,Unknown,$10-25M,Low (<$15M)
Cedar Rapids,10000000,6861102,1001029,7862131,-21.37869,-2137869,2011,FoxS,6.3,34759.0,Major,$5-10M,Low (<$15M)
Bad Words,10000000,7779614,63531,7843145,-21.56855,-2156855,2014,,6.7,44061.0,Unknown,$5-10M,Low (<$15M)
Outside Providence,7000000,7309628,514730,7824358,11.776542857142855,824358,1999,,,,Unknown,$5-10M,Low (<$15M)
Venus,6000000,3347411,4471068,7818479,30.30798333333333,1818479,2006,,7.0,278.0,Unknown,$5-10M,Low (<$15M)
Tupac Resurrection,300000,7718961,89563,7808524,2502.8413333333333,7508524,2003,,,,Unknown,<$5M,Low (<$15M)
Sands of Iwo Jima,1000000,7800000,0,7800000,680.0,6800000,1949,,,,Unknown,<$5M,Low (<$15M)
Gentleman's Agreement,2000000,7800000,0,7800000,290.0,5800000,1947,,,,Unknown,<$5M,Low (<$15M)
Inside Job,2000000,4311834,3487423,7799257,289.96285,5799257,2010,SPC,8.3,65304.0,Indie,<$5M,Low (<$15M)
Nowhere Boy,1900000,1445366,6339863,7785229,309.7488947368421,5885229,2010,Wein.,,,Indie,<$5M,Low (<$15M)
Real Women Have Curves,3000000,5853194,1924596,7777790,159.25966666666667,4777790,2002,,,,Unknown,<$5M,Low (<$15M)
Smoke Signals,2000000,6719300,1037317,7756617,287.83085,5756617,1998,,,,Unknown,<$5M,Low (<$15M)
DOA: Dead or Alive,30000000,480314,7275372,7755686,-74.14771333333333,-22244314,2007,,,,Unknown,$25-50M,Medium ($15-50M)
The Hunting Party,40000000,876671,6852881,7729552,-80.67612,-32270448,2007,,,,Unknown,$25-50M,Medium ($15-50M)
Miss Sloane,18000000,3500605,4219025,7719630,-57.11316666666667,-10280370,2016,EC,7.5,52788.0,Indie,$10-25M,Medium ($15-50M)
Kevin Hart: Laugh at My Pain,750000,7706436,6000,7712436,928.3248,6962436,2011,,7.4,5081.0,Unknown,<$5M,Low (<$15M)
Dheepan,9000000,248795,7455562,7704357,-14.396033333333332,-1295643,2016,IFC,7.2,12312.0,Indie,$5-10M,Low (<$15M)
The Big Year,41000000,7204138,480386,7684524,-81.25725853658538,-33315476,2011,Fox,6.2,39522.0,Major,$25-50M,Medium ($15-50M)
Midnight Special,18000000,3712282,3967968,7680250,-57.33194444444445,-10319750,2016,WB,6.6,67921.0,Major,$10-25M,Medium ($15-50M)
The Hustler,2000000,7600000,0,7600000,280.0,5600000,1961,,,,Unknown,<$5M,Low (<$15M)
The Immigrant,16000000,2013456,5571555,7585011,-52.59368125,-8414989,2014,Wein.,6.6,26618.0,Indie,$10-25M,Medium ($15-50M)
Ong-Bak 2,15000000,102458,7480592,7583050,-49.44633333333333,-7416950,2009,,,,Unknown,$10-25M,Low (<$15M)
Churchill,10000000,1279681,6302515,7582196,-24.17804,-2417804,2017,Cohen,6.3,12047.0,Indie,$5-10M,Low (<$15M)
Take Me Home Tonight,19000000,6928068,648536,7576604,-60.123136842105254,-11423396,2011,Rela.,6.3,48393.0,Indie,$10-25M,Medium ($15-50M)
Club Dread,8500000,5001655,2571896,7573551,-10.8994,-926449,2004,,,,Unknown,$5-10M,Low (<$15M)
The Jerky Boys,4000000,7555256,0,7555256,88.8814,3555256,1995,,,,Unknown,<$5M,Low (<$15M)
Donnie Darko,4500000,1480006,6030871,7510877,66.90837777777779,3010877,2001,,,,Unknown,<$5M,Low (<$15M)
The Babadook,2000000,950792,6531595,7482387,274.11935,5482387,2014,IFC,6.8,171411.0,Indie,<$5M,Low (<$15M)
Compadres,3000000,3127773,4317271,7445044,148.16813333333334,4445044,2016,PNT,4.7,876.0,Indie,<$5M,Low (<$15M)
A Scanner Darkly,20000000,5501616,1903468,7405084,-62.97458,-12594916,2006,,,,Unknown,$10-25M,Medium ($15-50M)
Requiem for a Dream,4500000,3635482,3753751,7389233,64.20517777777778,2889233,2000,,,,Unknown,<$5M,Low (<$15M)
Witchboard,2000000,7369373,0,7369373,268.46865,5369373,1986,,,,Unknown,<$5M,Low (<$15M)
The Young Messiah,16800000,6469813,843884,7313697,-56.46608928571428,-9486303,2016,Focus,5.6,2882.0,Indie,$10-25M,Medium ($15-50M)
Phat Girlz,3000000,7061128,239987,7301115,143.3705,4301115,2006,,,,Unknown,<$5M,Low (<$15M)
Morgan,8000000,3915251,3383535,7298786,-8.765175,-701214,2016,Fox,6.8,1232.0,Major,$5-10M,Low (<$15M)
Black Nativity,17500000,7018188,266947,7285135,-58.37065714285714,-10214865,2013,FoxS,4.6,1901.0,Major,$10-25M,Medium ($15-50M)
Phantasm II,3000000,7282851,0,7282851,142.7617,4282851,1988,,,,Unknown,<$5M,Low (<$15M)
Genius,17000000,1361045,5904238,7265283,-57.263041176470594,-9734717,2016,RAtt.,6.6,15611.0,Indie,$10-25M,Medium ($15-50M)
Let There Be Light,3000000,7233471,7838,7241309,141.37696666666662,4241309,2017,,4.8,2179.0,Unknown,<$5M,Low (<$15M)
Under the Skin,13300000,2614251,4615682,7229933,-45.639601503759394,-6070067,2014,,6.3,113196.0,Unknown,$10-25M,Low (<$15M)
Birth of the Dragon,31000000,6901965,318525,7220490,-76.70809677419355,-23779510,2017,,5.4,6090.0,Unknown,$25-50M,Medium ($15-50M)
Life Before Her Eyes,12000000,303439,6900000,7203439,-39.97134166666667,-4796561,2008,,,,Unknown,$10-25M,Low (<$15M)
Singin' in the Rain,2540000,7200000,0,7200000,183.46456692913387,4660000,1952,,,,Unknown,<$5M,Low (<$15M)
Troop Beverly Hills,18000000,7190505,0,7190505,-60.05275,-10809495,1989,,,,Unknown,$10-25M,Medium ($15-50M)
Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,617228,6557756,7174984,46.428244897959175,2274984,2008,,,,Unknown,<$5M,Low (<$15M)
The Hoax,25000000,7164995,0,7164995,-71.34002000000002,-17835005,2007,,,,Unknown,$10-25M,Medium ($15-50M)
She's Gotta Have It,175000,7137502,0,7137502,3978.5725714285713,6962502,1986,,,,Unknown,<$5M,Low (<$15M)
Hamlet,18000000,4501094,2628576,7129670,-60.39072222222222,-10870330,1996,,5.4,22.0,Unknown,$10-25M,Medium ($15-50M)
Gigli,54000000,6087542,1038460,7126002,-86.80369999999998,-46873998,2003,,,,Unknown,$50-100M,High ($50-150M)
Force 10 from Navarone,5000000,7100000,0,7100000,42.0,2100000,1978,,,,Unknown,<$5M,Low (<$15M)
The Adventures of Pluto Nash,100000000,4411102,2683893,7094995,-92.905005,-92905005,2002,,,,Unknown,$50-100M,High ($50-150M)
Rescue Dawn,10000000,5490423,1547463,7037886,-29.621140000000004,-2962114,2007,,,,Unknown,$5-10M,Low (<$15M)
Suspiria,20000000,2483472,4551143,7034615,-64.826925,-12965385,2018,Amazon,6.8,37360.0,Indie,$10-25M,Medium ($15-50M)
La Cara Oculta,2600000,0,7033931,7033931,170.53580769230769,4433931,2011,,,,Unknown,<$5M,Low (<$15M)
An American Carol,20000000,7013191,8992,7022183,-64.88908500000001,-12977817,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Harley Davidson and the Marlboro Man,23000000,7018525,0,7018525,-69.48467391304348,-15981475,1991,,,,Unknown,$10-25M,Medium ($15-50M)
Veer-Zaara,7000000,2938532,4079327,7017859,0.2551285714285714,17859,2004,,,,Unknown,$5-10M,Low (<$15M)
Eraserhead,100000,7000000,14590,7014590,6914.59,6914590,1977,,,,Unknown,<$5M,Low (<$15M)
Bound,4500000,3802260,3209057,7011317,55.807044444444436,2511317,1996,,3.5,1931.0,Unknown,<$5M,Low (<$15M)
Crossover,5600000,7009668,0,7009668,25.172642857142854,1409668,2006,,,,Unknown,$5-10M,Low (<$15M)
The Prisoner of Zenda,12500000,7000000,0,7000000,-44.0,-5500000,1979,,,,Unknown,$10-25M,Low (<$15M)
The Trouble with Harry,1200000,7000000,0,7000000,483.33333333333326,5800000,1955,,,,Unknown,<$5M,Low (<$15M)
Wasabi,15300000,81525,6918475,7000000,-54.2483660130719,-8300000,2002,,,,Unknown,$10-25M,Medium ($15-50M)
Spellbound,1500000,7000000,0,7000000,366.6666666666666,5500000,1945,,6.9,2485.0,Unknown,<$5M,Low (<$15M)
Raise the Titanic,40000000,7000000,0,7000000,-82.5,-33000000,1980,,,,Unknown,$25-50M,Medium ($15-50M)
Strangers on a Train,1200000,7000000,0,7000000,483.33333333333326,5800000,1951,,,,Unknown,<$5M,Low (<$15M)
Screwed,12000000,6982680,0,6982680,-41.81100000000001,-5017320,2000,,5.7,1900.0,Unknown,$10-25M,Low (<$15M)
Class of 1984,3250000,6965361,0,6965361,114.3188,3715361,1982,,,,Unknown,<$5M,Low (<$15M)
Strange Wilderness,20000000,6575282,371802,6947084,-65.26458000000001,-13052916,2008,,,,Unknown,$10-25M,Medium ($15-50M)
The Awakening,4900000,95933,6828388,6924321,41.31267346938776,2024321,2012,,2.4,141.0,Unknown,<$5M,Low (<$15M)
The Spectacular Now,2500000,6852971,63980,6916951,176.67803999999998,4416951,2013,A24,7.1,133887.0,Indie,<$5M,Low (<$15M)
Trapped,30000000,6916869,0,6916869,-76.94377,-23083131,2002,,5.0,138.0,Unknown,$25-50M,Medium ($15-50M)
Red Sonja,17900000,6905861,2779,6908640,-61.40424581005587,-10991360,1985,,,,Unknown,$10-25M,Medium ($15-50M)
Willard,20000000,6882696,0,6882696,-65.58652000000001,-13117304,2003,,,,Unknown,$10-25M,Medium ($15-50M)
Woman Thou Art Loosed,3000000,6879730,0,6879730,129.32433333333333,3879730,2004,,,,Unknown,<$5M,Low (<$15M)
200 Cigarettes,6000000,6852450,0,6852450,14.2075,852450,1999,,,,Unknown,$5-10M,Low (<$15M)
Namastey London,8400000,1207007,5624062,6831069,-18.67775,-1568931,2007,,,,Unknown,$5-10M,Low (<$15M)
Moonlight Mile,21000000,6830957,0,6830957,-67.47163333333333,-14169043,2002,,,,Unknown,$10-25M,Medium ($15-50M)
Bran Nue Dae,6750000,113568,6698962,6812530,0.9263703703703704,62530,2010,,,,Unknown,$5-10M,Low (<$15M)
Hang 'em High,1800000,6800000,0,6800000,277.77777777777777,5000000,1968,,,,Unknown,<$5M,Low (<$15M)
The Train,5800000,6800000,0,6800000,17.24137931034483,1000000,1965,,,,Unknown,$5-10M,Low (<$15M)
Tulip Fever,25000000,2455635,4337133,6792768,-72.828928,-18207232,2017,Wein.,6.2,15037.0,Indie,$10-25M,Medium ($15-50M)
AutÃ³mata,15000000,0,6775458,6775458,-54.83028,-8224542,2014,,,,Unknown,$10-25M,Low (<$15M)
Just Getting Started,22000000,6069605,686807,6756412,-69.28903636363636,-15243588,2017,BG,4.4,4829.0,Indie,$10-25M,Medium ($15-50M)
The Forsaken,5000000,6755271,0,6755271,35.105419999999995,1755271,2001,,6.3,14.0,Unknown,<$5M,Low (<$15M)
Nine 1/2 Weeks,18000000,6734844,0,6734844,-62.5842,-11265156,1986,,,,Unknown,$10-25M,Medium ($15-50M)
American History X,10000000,6719864,0,6719864,-32.801359999999995,-3280136,1998,,,,Unknown,$5-10M,Low (<$15M)
Roger & Me,140000,6706368,0,6706368,4690.262857142857,6566368,1989,,,,Unknown,<$5M,Low (<$15M)
The Good German,32000000,1308696,5369337,6678033,-79.131146875,-25321967,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Kill the Messenger,5000000,2450846,4205859,6656705,33.1341,1656705,2014,Focus,7.0,41231.0,Indie,<$5M,Low (<$15M)
Fahrenheit 11/9,5000000,6352306,301409,6653715,33.0743,1653715,2018,,6.7,11628.0,Unknown,<$5M,Low (<$15M)
Testament of Youth,10000000,1822250,4824419,6646669,-33.53331,-3353331,2015,SPC,7.3,23632.0,Indie,$5-10M,Low (<$15M)
It's Kind of a Funny Story,8000000,6363628,269322,6632950,-17.088125,-1367050,2010,Focus,7.1,125583.0,Indie,$5-10M,Low (<$15M)
The Big Bounce,50000000,6471394,154721,6626115,-86.74776999999999,-43373885,2004,,,,Unknown,$25-50M,Medium ($15-50M)
Swingers,200000,4505922,2112656,6618578,3209.289,6418578,1996,,6.7,434.0,Unknown,<$5M,Low (<$15M)
Duets,16000000,4734235,1881217,6615452,-58.65342500000001,-9384548,2000,,,,Unknown,$10-25M,Medium ($15-50M)
Bleed for This,16000000,5083906,1520020,6603926,-58.725462500000006,-9396074,2016,ORF,6.8,21946.0,Indie,$10-25M,Medium ($15-50M)
Donovan's Reef,2686000,6600000,0,6600000,145.71854058078927,3914000,1963,,,,Unknown,<$5M,Low (<$15M)
Wish I Was Here,6000000,3591299,3000066,6591365,9.856083333333334,591365,2014,Focus,6.7,34907.0,Indie,$5-10M,Low (<$15M)
Grandmaâs Boy,5000000,6090172,500000,6590172,31.803440000000002,1590172,2006,,,,Unknown,<$5M,Low (<$15M)
Copying Beethoven,11000000,355968,6230356,6586324,-40.12432727272728,-4413676,2006,,,,Unknown,$10-25M,Low (<$15M)
Post Grad,15000000,6382178,181224,6563402,-56.24398666666666,-8436598,2009,,,,Unknown,$10-25M,Low (<$15M)
Trash,12000000,17484,6535702,6553186,-45.39011666666667,-5446814,2015,FCW,7.2,18690.0,Indie,$10-25M,Low (<$15M)
Lost and Found,14000000,6552255,0,6552255,-53.19817857142856,-7447745,1999,,5.0,17.0,Unknown,$10-25M,Low (<$15M)
Blood and Chocolate,15000000,3526588,3024722,6551310,-56.3246,-8448690,2007,,,,Unknown,$10-25M,Low (<$15M)
Mother and Child,7000000,1110509,5426670,6537179,-6.6117285714285705,-462821,2010,SPC,,,Indie,$5-10M,Low (<$15M)
Lucky You,55000000,5755286,766543,6521829,-88.1421290909091,-48478171,2007,,,,Unknown,$50-100M,High ($50-150M)
Switchback,38000000,6504442,0,6504442,-82.88304736842105,-31495558,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Teacher's Pet: The Movie,10000000,6491969,0,6491969,-35.08031,-3508031,2004,,,,Unknown,$5-10M,Low (<$15M)
The Good Thief,30000000,3517797,2942961,6460758,-78.46414,-23539242,2003,,,,Unknown,$25-50M,Medium ($15-50M)
Attack the Block,13000000,1024175,5435008,6459183,-50.31397692307692,-6540817,2011,SGem,6.7,93868.0,Indie,$10-25M,Low (<$15M)
Gods and Monsters,3500000,6451628,0,6451628,84.33222857142857,2951628,1998,,,,Unknown,<$5M,Low (<$15M)
Warriors of Virtue,35000000,6448817,0,6448817,-81.57480857142858,-28551183,1997,,,,Unknown,$25-50M,Medium ($15-50M)
High Tension,2850000,3681066,2754196,6435262,125.79866666666666,3585262,2005,,,,Unknown,<$5M,Low (<$15M)
Against the Ropes,39000000,5881504,548361,6429865,-83.51316666666669,-32570135,2004,,,,Unknown,$25-50M,Medium ($15-50M)
Same Kind of Different as Me,6500000,6423605,0,6423605,-1.1753076923076924,-76395,2017,,6.5,4319.0,Unknown,$5-10M,Low (<$15M)
My Own Private Idaho,2500000,6401336,0,6401336,156.05344000000005,3901336,1991,,,,Unknown,<$5M,Low (<$15M)
Transsiberian,15000000,2203641,4175934,6379575,-57.4695,-8620425,2008,,,,Unknown,$10-25M,Low (<$15M)
Pirates,40000000,1641825,4700000,6341825,-84.1454375,-33658175,1986,,6.6,2387.0,Unknown,$25-50M,Medium ($15-50M)
Knock Knock,2000000,36336,6292180,6328516,216.4258,4328516,2015,LGP,4.9,68328.0,Indie,<$5M,Low (<$15M)
A Sound of Thunder,80000000,1900451,4400000,6300451,-92.12443625,-73699549,2005,,,,Unknown,$50-100M,High ($50-150M)
What Planet Are You From?,50000000,6291602,0,6291602,-87.41679599999998,-43708398,2000,,,,Unknown,$25-50M,Medium ($15-50M)
Dick,13000000,6276869,0,6276869,-51.716392307692296,-6723131,1999,,,,Unknown,$10-25M,Low (<$15M)
Deuces Wild,10000000,6044618,200000,6244618,-37.55382,-3755382,2002,,,,Unknown,$5-10M,Low (<$15M)
Oldboy,3000000,707391,5532332,6239723,107.99076666666667,3239723,2005,,5.8,63231.0,Unknown,<$5M,Low (<$15M)
Harsh Times,2000000,3337931,2887373,6225304,211.2652,4225304,2006,,,,Unknown,<$5M,Low (<$15M)
Rabbit Hole,5000000,2229058,3975976,6205034,24.10068,1205034,2010,LGF,7.0,45357.0,Indie,<$5M,Low (<$15M)
Topsy Turvy,20000000,6201757,0,6201757,-68.991215,-13798243,1999,,,,Unknown,$10-25M,Medium ($15-50M)
Celebrity,12000000,5078660,1121340,6200000,-48.33333333333334,-5800000,1998,,,,Unknown,$10-25M,Low (<$15M)
The Straight Story,10000000,6197866,0,6197866,-38.02134,-3802134,1999,,,,Unknown,$5-10M,Low (<$15M)
Lowriders,916000,6179955,8466,6188421,575.5918122270742,5272421,2017,,5.7,1954.0,Unknown,<$5M,Low (<$15M)
College,6000000,4694491,1481623,6176114,2.9352333333333336,176114,2008,,,,Unknown,$5-10M,Low (<$15M)
Nowhere in Africa,6500000,6173485,0,6173485,-5.023307692307691,-326515,2003,,,,Unknown,$5-10M,Low (<$15M)
