movie,production_budget,domestic_gross,foreign_gross,worldwide_gross,roi,profit,release_year,studio,averagerating,numvotes,studio_type,budget_range,financial_tier
The Possession,14000000,49130588,33794476,82925064,492.3218857142857,68925064,2012,LGF,5.9,53649.0,Indie,$10-25M,Low (<$15M)
Rings,25000000,27793018,55124265,82917283,231.669132,57917283,2017,Par.,4.5,34151.0,Indie,$10-25M,Medium ($15-50M)
Edge of Darkness,60000000,43313890,39498566,82812456,38.02076,22812456,2010,WB,6.6,84753.0,Major,$50-100M,High ($50-150M)
Firewall,50000000,48751189,34000000,82751189,65.50237800000001,32751189,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Savages,45000000,47323100,35190390,82513490,83.36331111111113,37513490,2012,,6.5,115793.0,Unknown,$25-50M,Medium ($15-50M)
Act of Valor,12000000,70012847,12484188,82497035,587.4752916666667,70497035,2012,Rela.,6.5,63787.0,Indie,$10-25M,Low (<$15M)
La famille BÃ©lier,11000000,0,82438670,82438670,649.4424545454547,71438670,2015,,,,Unknown,$10-25M,Low (<$15M)
Carrie,30000000,35266619,47142901,82409520,174.69840000000005,52409520,2013,,5.9,125424.0,Unknown,$25-50M,Medium ($15-50M)
Men of Honor,32000000,48814909,33524574,82339483,157.310884375,50339483,2000,,,,Unknown,$25-50M,Medium ($15-50M)
"Big Mommas: Like Father, Like Son",32000000,37915414,44417036,82332450,157.28890625,50332450,2011,Fox,4.4,23520.0,Major,$25-50M,Medium ($15-50M)
Hostel,4800000,47326473,34914637,82241110,1613.3564583333332,77441110,2006,,5.1,513.0,Unknown,<$5M,Low (<$15M)
Identity,28000000,52131264,30052419,82183683,193.51315357142857,54183683,2003,,6.6,58.0,Unknown,$25-50M,Medium ($15-50M)
Hitman: Agent 47,35000000,22467450,59715353,82182803,134.80800857142856,47182803,2015,Fox,5.7,80510.0,Major,$25-50M,Medium ($15-50M)
Elizabeth,25000000,30082699,52067943,82150642,228.60256800000002,57150642,1998,,,,Unknown,$10-25M,Medium ($15-50M)
Reign of Fire,60000000,43061982,39088201,82150183,36.916971666666655,22150183,2002,,,,Unknown,$50-100M,High ($50-150M)
Letters to Juliet,30000000,53032453,29116085,82148538,173.82846,52148538,2010,Sum.,6.6,86137.0,Indie,$25-50M,Medium ($15-50M)
Catwoman,100000000,40202379,41943000,82145379,-17.854620999999998,-17854621,2004,,,,Unknown,$50-100M,High ($50-150M)
On Her Majesty's Secret Service,8000000,22800000,59200000,82000000,925.0,74000000,1969,,,,Unknown,$5-10M,Low (<$15M)
The Land Before Time,12300000,48092846,33880000,81972846,566.4459024390244,69672846,1988,,,,Unknown,$10-25M,Low (<$15M)
Ouija: Origin of Evil,9000000,35144505,46687361,81831866,809.2429555555557,72831866,2016,Uni.,6.1,47099.0,Indie,$5-10M,Low (<$15M)
Hot Fuzz,16000000,23618786,58123832,81742618,410.8913625,65742618,2007,,,,Unknown,$10-25M,Medium ($15-50M)
Midnight Run,30000000,38413606,43200000,81613606,172.04535333333337,51613606,1988,,,,Unknown,$25-50M,Medium ($15-50M)
M*A*S*H,3500000,81600000,0,81600000,2231.4285714285706,78100000,1970,,,,Unknown,<$5M,Low (<$15M)
Hope Floats,30000000,60110313,21418687,81529000,171.76333333333332,51529000,1998,,,,Unknown,$25-50M,Medium ($15-50M)
Premonition,20000000,47852604,33608739,81461343,307.306715,61461343,2007,,,,Unknown,$10-25M,Medium ($15-50M)
Tinker Tailor Soldier Spy,21000000,24149393,57303418,81452811,287.87052857142857,60452811,2011,,7.1,174890.0,Unknown,$10-25M,Medium ($15-50M)
Vampires Suck,20000000,36661504,44763484,81424988,307.1249400000001,61424988,2010,Fox,3.4,43984.0,Major,$10-25M,Medium ($15-50M)
Drive,15000000,35060689,46297241,81357930,442.3862,66357930,2011,,7.8,521495.0,Unknown,$10-25M,Low (<$15M)
Pain & Gain,26000000,49875291,31400000,81275291,212.5972730769231,55275291,2013,,6.4,187820.0,Unknown,$25-50M,Medium ($15-50M)
Apocalypse Now,31500000,78800000,2450485,81250485,157.93804761904758,49750485,1979,,,,Unknown,$25-50M,Medium ($15-50M)
The Grey,25000000,51580136,29669040,81249176,224.996704,56249176,2012,ORF,6.8,228798.0,Indie,$10-25M,Medium ($15-50M)
Underworld: Blood Wars,35000000,30353973,50855249,81209222,132.02634857142857,46209222,2017,SGem,5.8,62942.0,Indie,$25-50M,Medium ($15-50M)
Fried Green Tomatoes,11000000,81204830,0,81204830,638.2257272727272,70204830,1991,,,,Unknown,$10-25M,Low (<$15M)
Police Academy,4500000,81198894,0,81198894,1704.4198666666666,76698894,1984,,,,Unknown,<$5M,Low (<$15M)
Das Leben der Anderen,2000000,11284657,69912390,81197047,3959.85235,79197047,2007,,,,Unknown,<$5M,Low (<$15M)
Frankenweenie,39000000,35287788,45863000,81150788,108.0789435897436,42150788,2012,BV,7.0,89489.0,Indie,$25-50M,Medium ($15-50M)
A Dogâs Way Home,61000000,41952715,39196974,81149689,33.03227704918032,20149689,2019,,,,Unknown,$50-100M,High ($50-150M)
Duplicity,60000000,40572825,40506741,81079566,35.13261,21079566,2009,,8.1,8.0,Unknown,$50-100M,High ($50-150M)
The Rundown,85000000,47641743,33190150,80831893,-4.903655294117646,-4168107,2003,,,,Unknown,$50-100M,High ($50-150M)
Sinbad: Legend of the Seven Seas,60000000,26483452,54284432,80767884,34.61314,20767884,2003,,,,Unknown,$50-100M,High ($50-150M)
Spy Kids: All the Time in the World,27000000,38536376,42144807,80681183,198.8191962962963,53681183,2011,W/Dim.,,,Indie,$25-50M,Medium ($15-50M)
Hannibal Rising,50000000,27669725,52913586,80583311,61.166622,30583311,2007,,,,Unknown,$25-50M,Medium ($15-50M)
Five Feet Apart,7000000,45729221,34775200,80504421,1050.063157142857,73504421,2019,,7.2,10645.0,Unknown,$5-10M,Low (<$15M)
Fiddler on the Roof,9000000,80500000,0,80500000,794.4444444444445,71500000,1971,,,,Unknown,$5-10M,Low (<$15M)
The Rookie,22000000,75600072,4891444,80491516,265.87052727272726,58491516,2002,,,,Unknown,$10-25M,Medium ($15-50M)
Did You Hear About the Morgans?,58000000,29580087,50900479,80480566,38.75959655172415,22480566,2009,,,,Unknown,$50-100M,High ($50-150M)
The Game,50000000,48265581,32104389,80369970,60.73994,30369970,1997,,,,Unknown,$25-50M,Medium ($15-50M)
30 Days of Night,30000000,39568996,40707160,80276156,167.58718666666667,50276156,2007,,,,Unknown,$25-50M,Medium ($15-50M)
Fame,18000000,22455510,57772109,80227619,345.70899444444444,62227619,2009,,8.6,7.0,Unknown,$10-25M,Medium ($15-50M)
The Wedding Ringer,23000000,64460211,15711385,80171596,248.57215652173915,57171596,2015,SGem,6.7,66893.0,Indie,$10-25M,Medium ($15-50M)
Den of Thieves,30000000,44947622,35183769,80131391,167.10463666666666,50131391,2018,STX,7.0,69648.0,Indie,$25-50M,Medium ($15-50M)
Finding Forrester,43000000,51768623,28245000,80013623,86.0781930232558,37013623,2000,,,,Unknown,$25-50M,Medium ($15-50M)
Footloose,8200000,80000000,0,80000000,875.609756097561,71800000,1984,,5.9,43251.0,Unknown,$5-10M,Low (<$15M)
Exit Wounds,33000000,51758599,28200000,79958599,142.29878484848484,46958599,2001,,,,Unknown,$25-50M,Medium ($15-50M)
Dragon Wars: D-War,32000000,10977721,68937640,79915361,149.73550312499995,47915361,2007,,,,Unknown,$25-50M,Medium ($15-50M)
The Golden Child,12000000,79817937,0,79817937,565.149475,67817937,1986,,5.7,7.0,Unknown,$10-25M,Low (<$15M)
Revolutionary Road,45000000,22951340,56653480,79604820,76.8996,34604820,2008,,,,Unknown,$25-50M,Medium ($15-50M)
"Good Bye, Lenin!",6400000,4063859,75320680,79384539,1140.3834218749996,72984539,2004,,,,Unknown,$5-10M,Low (<$15M)
Muppets Most Wanted,55000000,51178893,28133408,79312301,44.20418363636364,24312301,2014,BV,6.4,29018.0,Indie,$50-100M,High ($50-150M)
Jackass: The Movie,5000000,64282312,15000000,79282312,1485.64624,74282312,2002,,,,Unknown,<$5M,Low (<$15M)
El orfanato,4000000,7159147,72091046,79250193,1881.254825,75250193,2007,,,,Unknown,<$5M,Low (<$15M)
Conan the Barbarian,20000000,38264085,40850000,79114085,295.570425,59114085,1982,,5.2,90834.0,Unknown,$10-25M,Medium ($15-50M)
R.I.P.D.,130000000,33618855,45457823,79076678,-39.171786153846156,-50923322,2013,Uni.,5.6,109078.0,Indie,>$100M,High ($50-150M)
Showtime,85000000,37948765,41000000,78948765,-7.1191,-6051235,2002,,4.2,20.0,Unknown,$50-100M,High ($50-150M)
From Russia With Love,2000000,24800000,54100000,78900000,3845.0000000000014,76900000,1964,,,,Unknown,<$5M,Low (<$15M)
Orphan,20000000,41596251,37173177,78769428,293.84713999999997,58769428,2009,,6.1,584.0,Unknown,$10-25M,Medium ($15-50M)
Going in Style,24000000,45018541,33654038,78672579,227.8024125,54672579,2017,,6.6,66418.0,Unknown,$10-25M,Medium ($15-50M)
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,0,78656813,214.627252,53656813,1991,,,,Unknown,$10-25M,Medium ($15-50M)
The Boss,29000000,63077560,15574647,78652207,171.21450689655174,49652207,2016,Uni.,5.4,39096.0,Indie,$25-50M,Medium ($15-50M)
Scary Movie V,20000000,32015787,46598194,78613981,293.069905,58613981,2013,,,,Unknown,$10-25M,Medium ($15-50M)
Lady Bird,10000000,48958273,29652496,78610769,686.1076899999998,68610769,2017,A24,7.4,177677.0,Indie,$5-10M,Low (<$15M)
Righteous Kill,60000000,40081410,38400000,78481410,30.80235,18481410,2008,,,,Unknown,$50-100M,High ($50-150M)
If I Stay,11000000,50474843,27881327,78356170,612.3288181818183,67356170,2014,WB (NL),6.8,107625.0,Major,$10-25M,Low (<$15M)
Collateral Damage,85000000,40048332,38305176,78353508,-7.819402352941178,-6646492,2002,,,,Unknown,$50-100M,High ($50-150M)
The Other Boleyn Girl,40000000,26814957,51455013,78269970,95.674925,38269970,2008,,,,Unknown,$25-50M,Medium ($15-50M)
The Unborn,16000000,42670410,35538402,78208812,388.805075,62208812,2009,,,,Unknown,$10-25M,Medium ($15-50M)
The Sentinel,60000000,36280697,41800000,78080697,30.134495,18080697,2006,,,,Unknown,$50-100M,High ($50-150M)
The Terminator,6400000,38019031,40000000,78019031,1119.0473593749996,71619031,1984,,,,Unknown,$5-10M,Low (<$15M)
Paranormal Activity: The Ghost Dimension,10000000,18297124,59662250,77959374,679.59374,67959374,2015,Par.,4.6,22361.0,Indie,$5-10M,Low (<$15M)
The Ides of March,23000000,40962534,36773391,77735925,237.98228260869564,54735925,2011,Sony,7.1,207417.0,Major,$10-25M,Medium ($15-50M)
Manchester by the Sea,8500000,47695371,30038496,77733867,814.5160823529413,69233867,2016,RAtt.,7.8,214557.0,Indie,$5-10M,Low (<$15M)
Hostage,75000000,34636443,43000000,77636443,3.515257333333333,2636443,2005,,5.7,446.0,Unknown,$50-100M,High ($50-150M)
United 93,18000000,31567134,46067901,77635035,331.3057500000001,59635035,2006,,,,Unknown,$10-25M,Medium ($15-50M)
Windtalkers,115000000,40914068,36714197,77628265,-32.497160869565214,-37371735,2002,,,,Unknown,>$100M,High ($50-150M)
The Number 23,32000000,35193167,42400000,77593167,142.478646875,45593167,2007,,,,Unknown,$25-50M,Medium ($15-50M)
Out of Sight,48000000,37562568,40000000,77562568,61.58868333333334,29562568,1998,,,,Unknown,$25-50M,Medium ($15-50M)
Kubo and the Two Strings,55000000,48023088,29525034,77548122,40.99658545454545,22548122,2016,Focus,7.8,105578.0,Indie,$50-100M,High ($50-150M)
Serendipity,28000000,50255310,27221987,77477297,176.70463214285718,49477297,2001,,8.8,53.0,Unknown,$25-50M,Medium ($15-50M)
The Ladykillers,35000000,39692139,37700000,77392139,121.12039714285713,42392139,2004,,,,Unknown,$25-50M,Medium ($15-50M)
Diary of a Wimpy Kid: Dog Days,22000000,49008662,28221033,77229695,251.0440681818182,55229695,2012,Fox,6.3,19571.0,Major,$10-25M,Medium ($15-50M)
Money Train,68000000,35324232,41900000,77224232,13.565047058823529,9224232,1995,,,,Unknown,$50-100M,High ($50-150M)
Mirrors,35000000,30691439,46529157,77220596,120.63027428571431,42220596,2008,,,,Unknown,$25-50M,Medium ($15-50M)
There Will Be Blood,25000000,40222514,36986197,77208711,208.834844,52208711,2007,,,,Unknown,$10-25M,Medium ($15-50M)
Bad Santa,18000000,60060328,17086703,77147031,328.5946166666667,59147031,2003,,,,Unknown,$10-25M,Medium ($15-50M)
Barbershop,12000000,75781642,1281819,77063461,542.1955083333334,65063461,2002,,,,Unknown,$10-25M,Low (<$15M)
Tag,28000000,54730625,22295561,77026186,175.0935214285714,49026186,2018,WB (NL),4.6,158.0,Major,$25-50M,Medium ($15-50M)
Diary of a Wimpy Kid,15000000,64003625,12950686,76954311,413.02873999999997,61954311,2010,Fox,6.2,38640.0,Major,$10-25M,Low (<$15M)
Man cheng jin dai huang jin jia,45000000,6566773,70337656,76904429,70.89873111111113,31904429,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Coach Carter,45000000,67264877,9400630,76665507,70.36779333333332,31665507,2005,,,,Unknown,$25-50M,Medium ($15-50M)
The Muppet Movie,8000000,76657000,0,76657000,858.2125,68657000,1979,,,,Unknown,$5-10M,Low (<$15M)
Home on the Range,110000000,50026353,26456108,76482461,-30.47049,-33517539,2004,,,,Unknown,>$100M,High ($50-150M)
Stealth,138000000,32116746,44300000,76416746,-44.62554637681159,-61583254,2005,,,,Unknown,>$100M,High ($50-150M)
The Mechanic,42500000,29121498,47225895,76347393,79.64092470588236,33847393,2011,CBS,6.6,141254.0,Indie,$25-50M,Medium ($15-50M)
The Untouchables,25000000,76270454,0,76270454,205.081816,51270454,1987,,,,Unknown,$10-25M,Medium ($15-50M)
Cruel Intentions,11000000,38665260,37573641,76238901,593.0809181818182,65238901,1999,,,,Unknown,$10-25M,Low (<$15M)
John Wick,30000000,43037835,33197166,76235001,154.11667,46235001,2014,LG/S,7.4,449942.0,Indie,$25-50M,Medium ($15-50M)
Easy A,8000000,58401464,17799257,76200721,852.5090125,68200721,2010,SGem,7.1,330125.0,Indie,$5-10M,Low (<$15M)
The Judge,50000000,47119388,29000000,76119388,52.238776,26119388,2014,WB,7.4,162952.0,Major,$25-50M,Medium ($15-50M)
The Book Thief,19000000,21488481,54598230,76086711,300.4563736842105,57086711,2013,Fox,7.6,119023.0,Major,$10-25M,Medium ($15-50M)
The Change-Up,52000000,37243418,38753649,75997067,46.14820576923078,23997067,2011,Uni.,6.3,155374.0,Indie,$50-100M,High ($50-150M)
The Mortal Instruments: City of Bones,60000000,31165421,44800146,75965567,26.609278333333336,15965567,2013,SGem,5.9,121936.0,Indie,$50-100M,High ($50-150M)
Mike and Dave Need Wedding Dates,33000000,46009673,29888427,75898100,129.99424242424243,42898100,2016,Fox,6.0,74849.0,Major,$25-50M,Medium ($15-50M)
Sicario: Day of the Soldado,35000000,50065850,25819346,75885196,116.81484571428572,40885196,2018,Sony,7.1,95650.0,Major,$25-50M,Medium ($15-50M)
Tin Cup,45000000,53854588,22000000,75854588,68.56575111111111,30854588,1996,,,,Unknown,$25-50M,Medium ($15-50M)
"O Brother, Where Art Thou?",26000000,45506619,30257195,75763814,191.39928461538463,49763814,2000,,,,Unknown,$25-50M,Medium ($15-50M)
Dreamcatcher,68000000,33685268,42000000,75685268,11.301864705882355,7685268,2003,,7.1,395.0,Unknown,$50-100M,High ($50-150M)
Stomp the Yard,14000000,61356221,14169497,75525718,439.4694142857143,61525718,2007,,,,Unknown,$10-25M,Low (<$15M)
The Last of the Mohicans,40000000,75505856,0,75505856,88.76464,35505856,1992,,,,Unknown,$25-50M,Medium ($15-50M)
The Count of Monte Cristo,40000000,54228104,21160986,75389090,88.472725,35389090,2002,,,,Unknown,$25-50M,Medium ($15-50M)
The Back-up Plan,35000000,37490007,37791172,75281179,115.08908285714287,40281179,2010,CBS,5.4,46128.0,Indie,$25-50M,Medium ($15-50M)
Crimson Peak,55000000,31090320,43876534,74966854,36.30337090909091,19966854,2015,Uni.,6.5,119287.0,Indie,$50-100M,High ($50-150M)
